        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402178 __libc_start_main+0x78 (/home/bbrapl/code/thesis_test/a_static) 		add $0x8, %rdi
        a_static 114158 [000] 262893.680346464:            40217c __libc_start_main+0x7c (/home/bbrapl/code/thesis_test/a_static) 		cmpq  $0x0, -0x8(%rdi)
        a_static 114158 [000] 262893.680346464:            402181 __libc_start_main+0x81 (/home/bbrapl/code/thesis_test/a_static) 		jnz 0xfffffffffffffff7
        a_static 114158 [000] 262893.680346464:            402183 __libc_start_main+0x83 (/home/bbrapl/code/thesis_test/a_static) 		callq  0x5288d
        a_static 114158 [000] 262893.680350131:            454a10 _dl_aux_init+0x0 (/home/bbrapl/code/thesis_test/a_static) 		nop %edi, %edx
        a_static 114158 [000] 262893.680350131:            454a14 _dl_aux_init+0x4 (/home/bbrapl/code/thesis_test/a_static) 		movq  (%rdi), %rax
        a_static 114158 [000] 262893.680352131:            454a17 _dl_aux_init+0x7 (/home/bbrapl/code/thesis_test/a_static) 		movq  %rdi, 0x6edc2(%rip)
        a_static 114158 [000] 262893.680352131:            454a1e _dl_aux_init+0xe (/home/bbrapl/code/thesis_test/a_static) 		test %rax, %rax
        a_static 114158 [000] 262893.680352464:            454a21 _dl_aux_init+0x11 (/home/bbrapl/code/thesis_test/a_static) 		jz 0x3ff
        a_static 114158 [000] 262893.680352464:            454a27 _dl_aux_init+0x17 (/home/bbrapl/code/thesis_test/a_static) 		pushq  %r15
        a_static 114158 [000] 262893.680344131:            402147 __libc_start_main+0x47 (/home/bbrapl/code/thesis_test/a_static) 		callq 401260        
        a_static 114158 [000] 262893.680352464:            454a29 _dl_aux_init+0x19 (/home/bbrapl/code/thesis_test/a_static) 		movq  0x6e2d0(%rip), %rsi
        a_static 114158 [000] 262893.680352464:            454a30 _dl_aux_init+0x20 (/home/bbrapl/code/thesis_test/a_static) 		xor %r11d, %r11d
        a_static 114158 [000] 262893.680352464:            454a33 _dl_aux_init+0x23 (/home/bbrapl/code/thesis_test/a_static) 		xor %r9d, %r9d
        a_static 114158 [000] 262893.680352464:            454a36 _dl_aux_init+0x26 (/home/bbrapl/code/thesis_test/a_static) 		pushq  %r14
        a_static 114158 [000] 262893.680352464:            454a38 _dl_aux_init+0x28 (/home/bbrapl/code/thesis_test/a_static) 		movl  0x6ee52(%rip), %ecx
        a_static 114158 [000] 262893.680352464:            454a3e _dl_aux_init+0x2e (/home/bbrapl/code/thesis_test/a_static) 		xor %r14d, %r14d
        a_static 114158 [000] 262893.680352464:            454a41 _dl_aux_init+0x31 (/home/bbrapl/code/thesis_test/a_static) 		xor %r8d, %r8d
        a_static 114158 [000] 262893.680352464:            454a44 _dl_aux_init+0x34 (/home/bbrapl/code/thesis_test/a_static) 		pushq  %r13
        a_static 114158 [000] 262893.680352464:            454a46 _dl_aux_init+0x36 (/home/bbrapl/code/thesis_test/a_static) 		movq  0x6c6cb(%rip), %r10
        a_static 114158 [000] 262893.680352464:            454a4d _dl_aux_init+0x3d (/home/bbrapl/code/thesis_test/a_static) 		lea 0x449ec(%rip), %rdx
        a_static 114158 [000] 262893.680352464:            454a54 _dl_aux_init+0x44 (/home/bbrapl/code/thesis_test/a_static) 		movq  0x6eded(%rip), %r15
        a_static 114158 [000] 262893.680352464:            454a5b _dl_aux_init+0x4b (/home/bbrapl/code/thesis_test/a_static) 		movq  0x6edae(%rip), %r13
        a_static 114158 [000] 262893.680352464:            454a62 _dl_aux_init+0x52 (/home/bbrapl/code/thesis_test/a_static) 		pushq  %r12
        a_static 114158 [000] 262893.680352464:            454a64 _dl_aux_init+0x54 (/home/bbrapl/code/thesis_test/a_static) 		xor %r12d, %r12d
        a_static 114158 [000] 262893.680352464:            454a67 _dl_aux_init+0x57 (/home/bbrapl/code/thesis_test/a_static) 		pushq  %rbp
